SECTION,Division,Group,Class,Sub Class,Lowest Code,Full Code,Description,Section Description,Division Description,Group Description,Class Description,Sub Class Description,Broad Industry Group
C,10,10.8,10.85,NA,10.85,10850,Manufacture of prepared meals and dishes,MANUFACTURING,Manufacture of food products,Manufacture of other food products,Manufacture of prepared meals and dishes,NA,MANUFACTURING
C,10,10.8,10.86,NA,10.86,10860,Manufacture of homogenised food preparations and dietetic food,MANUFACTURING,Manufacture of food products,Manufacture of other food products,Manufacture of homogenised food preparations and dietetic food,NA,MANUFACTURING
C,10,10.8,10.89,NA,10.89,10890,Manufacture of other food products n.e.c.,MANUFACTURING,Manufacture of food products,Manufacture of other food products,Manufacture of other food products n.e.c.,NA,MANUFACTURING
C,10,10.9,NA,NA,10.9,10900,Manufacture of prepared animal feeds,MANUFACTURING,Manufacture of food products,Manufacture of prepared animal feeds,NA,NA,MANUFACTURING
C,10,10.9,10.91,NA,10.91,10910,Manufacture of prepared feeds for farm animals,MANUFACTURING,Manufacture of food products,Manufacture of prepared animal feeds,Manufacture of prepared feeds for farm animals,NA,MANUFACTURING
C,10,10.9,10.92,NA,10.92,10920,Manufacture of prepared pet foods,MANUFACTURING,Manufacture of food products,Manufacture of prepared animal feeds,Manufacture of prepared pet foods,NA,MANUFACTURING
C,11,NA,NA,NA,11,11000,Manufacture of beverages,MANUFACTURING,Manufacture of beverages,NA,NA,NA,MANUFACTURING
C,11,11.0,NA,NA,11.0,11000,Manufacture of beverages,MANUFACTURING,Manufacture of beverages,Manufacture of beverages,NA,NA,MANUFACTURING
C,11,11.0,11.01,NA,11.01,11010,"Distilling, rectifying and blending of spirits",MANUFACTURING,Manufacture of beverages,Manufacture of beverages,"Distilling, rectifying and blending of spirits",NA,MANUFACTURING
C,11,11.0,11.02,NA,11.02,11020,Manufacture of wine from grape,MANUFACTURING,Manufacture of beverages,Manufacture of beverages,Manufacture of wine from grape,NA,MANUFACTURING
C,11,11.0,11.03,NA,11.03,11030,Manufacture of cider and other fruit wines,MANUFACTURING,Manufacture of beverages,Manufacture of beverages,Manufacture of cider and other fruit wines,NA,MANUFACTURING
C,11,11.0,11.04,NA,11.04,11040,Manufacture of other non-distilled fermented beverages,MANUFACTURING,Manufacture of beverages,Manufacture of beverages,Manufacture of other non-distilled fermented beverages,NA,MANUFACTURING
C,11,11.0,11.05,NA,11.05,11050,Manufacture of beer,MANUFACTURING,Manufacture of beverages,Manufacture of beverages,Manufacture of beer,NA,MANUFACTURING
C,11,11.0,11.06,NA,11.06,11060,Manufacture of malt,MANUFACTURING,Manufacture of beverages,Manufacture of beverages,Manufacture of malt,NA,MANUFACTURING
C,11,11.0,11.07,NA,11.07,11070,Manufacture of soft drinks; production of mineral waters and other bottled waters,MANUFACTURING,Manufacture of beverages,Manufacture of beverages,Manufacture of soft drinks; production of mineral waters and other bottled waters,NA,MANUFACTURING
C,12,NA,NA,NA,12,12000,Manufacture of tobacco products,MANUFACTURING,Manufacture of tobacco products,NA,NA,NA,MANUFACTURING
C,12,12.0,NA,NA,12.0,12000,Manufacture of tobacco products,MANUFACTURING,Manufacture of tobacco products,Manufacture of tobacco products,NA,NA,MANUFACTURING
C,12,12.0,12.00,NA,12.00,12000,Manufacture of tobacco products,MANUFACTURING,Manufacture of tobacco products,Manufacture of tobacco products,Manufacture of tobacco products,NA,MANUFACTURING
C,13,NA,NA,NA,13,13000,Manufacture of textiles,MANUFACTURING,Manufacture of textiles,NA,NA,NA,MANUFACTURING
C,13,13.1,NA,NA,13.1,13100,Preparation and spinning of textile fibres,MANUFACTURING,Manufacture of textiles,Preparation and spinning of textile fibres,NA,NA,MANUFACTURING
C,13,13.1,13.10,NA,13.10,13100,Preparation and spinning of textile fibres,MANUFACTURING,Manufacture of textiles,Preparation and spinning of textile fibres,Preparation and spinning of textile fibres,NA,MANUFACTURING
C,13,13.2,NA,NA,13.2,13200,Weaving of textiles,MANUFACTURING,Manufacture of textiles,Weaving of textiles,NA,NA,MANUFACTURING
C,13,13.2,13.20,NA,13.20,13200,Weaving of textiles,MANUFACTURING,Manufacture of textiles,Weaving of textiles,Weaving of textiles,NA,MANUFACTURING
C,13,13.3,NA,NA,13.3,13300,Finishing of textiles,MANUFACTURING,Manufacture of textiles,Finishing of textiles,NA,NA,MANUFACTURING
C,13,13.3,13.30,NA,13.30,13300,Finishing of textiles,MANUFACTURING,Manufacture of textiles,Finishing of textiles,Finishing of textiles,NA,MANUFACTURING
C,13,13.9,NA,NA,13.9,13900,Manufacture of other textiles,MANUFACTURING,Manufacture of textiles,Manufacture of other textiles,NA,NA,MANUFACTURING
C,13,13.9,13.91,NA,13.91,13910,Manufacture of knitted and crocheted fabrics,MANUFACTURING,Manufacture of textiles,Manufacture of other textiles,Manufacture of knitted and crocheted fabrics,NA,MANUFACTURING
C,13,13.9,13.92,NA,13.92,13920,"Manufacture of made-up textile articles, except apparel",MANUFACTURING,Manufacture of textiles,Manufacture of other textiles,"Manufacture of made-up textile articles, except apparel",NA,MANUFACTURING
C,13,13.9,13.92,13.92/1,13.92/1,13921,Manufacture of soft furnishings,MANUFACTURING,Manufacture of textiles,Manufacture of other textiles,"Manufacture of made-up textile articles, except apparel",Manufacture of soft furnishings,MANUFACTURING
C,13,13.9,13.92,13.92/2,13.92/2,13922,"Manufacture of canvas goods, sacks etc.",MANUFACTURING,Manufacture of textiles,Manufacture of other textiles,"Manufacture of made-up textile articles, except apparel","Manufacture of canvas goods, sacks etc.",MANUFACTURING
C,13,13.9,13.92,13.92/3,13.92/3,13923,Manufacture of household textiles (other than soft furnishings of 13.92/1),MANUFACTURING,Manufacture of textiles,Manufacture of other textiles,"Manufacture of made-up textile articles, except apparel",Manufacture of household textiles (other than soft furnishings of 13.92/1),MANUFACTURING
C,13,13.9,13.93,NA,13.93,13930,Manufacture of carpets and rugs,MANUFACTURING,Manufacture of textiles,Manufacture of other textiles,Manufacture of carpets and rugs,NA,MANUFACTURING
C,13,13.9,13.93,13.93/1,13.93/1,13931,Manufacture of woven or tufted carpets and rugs,MANUFACTURING,Manufacture of textiles,Manufacture of other textiles,Manufacture of carpets and rugs,Manufacture of woven or tufted carpets and rugs,MANUFACTURING
C,13,13.9,13.93,13.93/9,13.93/9,13939,Manufacture of carpets and rugs (other than woven or tufted) n.e.c.,MANUFACTURING,Manufacture of textiles,Manufacture of other textiles,Manufacture of carpets and rugs,Manufacture of carpets and rugs (other than woven or tufted) n.e.c.,MANUFACTURING
C,13,13.9,13.94,NA,13.94,13940,"Manufacture of cordage, rope, twine and netting",MANUFACTURING,Manufacture of textiles,Manufacture of other textiles,"Manufacture of cordage, rope, twine and netting",NA,MANUFACTURING
C,13,13.9,13.95,NA,13.95,13950,"Manufacture of non-wovens and articles made from non-wovens, except apparel",MANUFACTURING,Manufacture of textiles,Manufacture of other textiles,"Manufacture of non-wovens and articles made from non-wovens, except apparel",NA,MANUFACTURING
C,13,13.9,13.96,NA,13.96,13960,Manufacture of other technical and industrial textiles,MANUFACTURING,Manufacture of textiles,Manufacture of other textiles,Manufacture of other technical and industrial textiles,NA,MANUFACTURING
C,13,13.9,13.99,NA,13.99,13990,Manufacture of other textiles n.e.c.,MANUFACTURING,Manufacture of textiles,Manufacture of other textiles,Manufacture of other textiles n.e.c.,NA,MANUFACTURING
C,14,NA,NA,NA,14,14000,Manufacture of wearing apparel,MANUFACTURING,Manufacture of wearing apparel,NA,NA,NA,MANUFACTURING
C,14,14.1,NA,NA,14.1,14100,"Manufacture of wearing apparel, except fur apparel",MANUFACTURING,Manufacture of wearing apparel,"Manufacture of wearing apparel, except fur apparel",NA,NA,MANUFACTURING
C,14,14.1,14.11,NA,14.11,14110,Manufacture of leather clothes,MANUFACTURING,Manufacture of wearing apparel,"Manufacture of wearing apparel, except fur apparel",Manufacture of leather clothes,NA,MANUFACTURING
C,14,14.1,14.12,NA,14.12,14120,Manufacture of workwear,MANUFACTURING,Manufacture of wearing apparel,"Manufacture of wearing apparel, except fur apparel",Manufacture of workwear,NA,MANUFACTURING
C,14,14.1,14.13,NA,14.13,14130,Manufacture of other outerwear,MANUFACTURING,Manufacture of wearing apparel,"Manufacture of wearing apparel, except fur apparel",Manufacture of other outerwear,NA,MANUFACTURING
C,14,14.1,14.13,14.13/1,14.13/1,14131,"Manufacture of men's outerwear, other than leather clothes and workwear",MANUFACTURING,Manufacture of wearing apparel,"Manufacture of wearing apparel, except fur apparel",Manufacture of other outerwear,"Manufacture of men's outerwear, other than leather clothes and workwear",MANUFACTURING
C,14,14.1,14.13,14.13/2,14.13/2,14132,"Manufacture of women's outerwear, other than leather clothes and workwear",MANUFACTURING,Manufacture of wearing apparel,"Manufacture of wearing apparel, except fur apparel",Manufacture of other outerwear,"Manufacture of women's outerwear, other than leather clothes and workwear",MANUFACTURING
C,14,14.1,14.14,NA,14.14,14140,Manufacture of underwear,MANUFACTURING,Manufacture of wearing apparel,"Manufacture of wearing apparel, except fur apparel",Manufacture of underwear,NA,MANUFACTURING
C,14,14.1,14.14,14.14/1,14.14/1,14141,Manufacture of men's underwear,MANUFACTURING,Manufacture of wearing apparel,"Manufacture of wearing apparel, except fur apparel",Manufacture of underwear,Manufacture of men's underwear,MANUFACTURING
C,14,14.1,14.14,14.14/2,14.14/2,14142,Manufacture of women's underwear,MANUFACTURING,Manufacture of wearing apparel,"Manufacture of wearing apparel, except fur apparel",Manufacture of underwear,Manufacture of women's underwear,MANUFACTURING
C,14,14.1,14.19,NA,14.19,14190,Manufacture of other wearing apparel and accessories,MANUFACTURING,Manufacture of wearing apparel,"Manufacture of wearing apparel, except fur apparel",Manufacture of other wearing apparel and accessories,NA,MANUFACTURING
C,14,14.2,NA,NA,14.2,14200,Manufacture of articles of fur,MANUFACTURING,Manufacture of wearing apparel,Manufacture of articles of fur,NA,NA,MANUFACTURING
C,14,14.2,14.20,NA,14.20,14200,Manufacture of articles of fur,MANUFACTURING,Manufacture of wearing apparel,Manufacture of articles of fur,Manufacture of articles of fur,NA,MANUFACTURING
C,14,14.3,NA,NA,14.3,14300,Manufacture of knitted and crocheted apparel,MANUFACTURING,Manufacture of wearing apparel,Manufacture of knitted and crocheted apparel,NA,NA,MANUFACTURING
C,14,14.3,14.31,NA,14.31,14310,Manufacture of knitted and crocheted hosiery,MANUFACTURING,Manufacture of wearing apparel,Manufacture of knitted and crocheted apparel,Manufacture of knitted and crocheted hosiery,NA,MANUFACTURING
C,14,14.3,14.39,NA,14.39,14390,Manufacture of other knitted and crocheted apparel,MANUFACTURING,Manufacture of wearing apparel,Manufacture of knitted and crocheted apparel,Manufacture of other knitted and crocheted apparel,NA,MANUFACTURING
C,15,NA,NA,NA,15,15000,Manufacture of leather and related products,MANUFACTURING,Manufacture of leather and related products,NA,NA,NA,MANUFACTURING
C,15,15.1,NA,NA,15.1,15100,"Tanning and dressing of leather; manufacture of luggage, handbags, saddlery and harness; dressing and dyeing of fur",MANUFACTURING,Manufacture of leather and related products,"Tanning and dressing of leather; manufacture of luggage, handbags, saddlery and harness; dressing and dyeing of fur",NA,NA,MANUFACTURING
C,15,15.1,15.11,NA,15.11,15110,Tanning and dressing of leather; dressing and dyeing of fur,MANUFACTURING,Manufacture of leather and related products,"Tanning and dressing of leather; manufacture of luggage, handbags, saddlery and harness; dressing and dyeing of fur",Tanning and dressing of leather; dressing and dyeing of fur,NA,MANUFACTURING
C,15,15.1,15.12,NA,15.12,15120,"Manufacture of luggage, handbags and the like, saddlery and harness",MANUFACTURING,Manufacture of leather and related products,"Tanning and dressing of leather; manufacture of luggage, handbags, saddlery and harness; dressing and dyeing of fur","Manufacture of luggage, handbags and the like, saddlery and harness",NA,MANUFACTURING
C,15,15.2,NA,NA,15.2,15200,Manufacture of footwear,MANUFACTURING,Manufacture of leather and related products,Manufacture of footwear,NA,NA,MANUFACTURING
C,15,15.2,15.20,NA,15.20,15200,Manufacture of footwear,MANUFACTURING,Manufacture of leather and related products,Manufacture of footwear,Manufacture of footwear,NA,MANUFACTURING
C,16,NA,NA,NA,16,16000,"Manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials",MANUFACTURING,"Manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials",NA,NA,NA,MANUFACTURING
C,16,16.1,NA,NA,16.1,16100,Sawmilling and planing of wood,MANUFACTURING,"Manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials",Sawmilling and planing of wood,NA,NA,MANUFACTURING
C,16,16.1,16.10,NA,16.10,16100,Sawmilling and planing of wood,MANUFACTURING,"Manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials",Sawmilling and planing of wood,Sawmilling and planing of wood,NA,MANUFACTURING
C,16,16.2,NA,NA,16.2,16200,"Manufacture of products of wood, cork, straw and plaiting materials",MANUFACTURING,"Manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials","Manufacture of products of wood, cork, straw and plaiting materials",NA,NA,MANUFACTURING
C,16,16.2,16.21,NA,16.21,16210,Manufacture of veneer sheets and wood-based panels,MANUFACTURING,"Manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials","Manufacture of products of wood, cork, straw and plaiting materials",Manufacture of veneer sheets and wood-based panels,NA,MANUFACTURING
C,16,16.2,16.22,NA,16.22,16220,Manufacture of assembled parquet floors,MANUFACTURING,"Manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials","Manufacture of products of wood, cork, straw and plaiting materials",Manufacture of assembled parquet floors,NA,MANUFACTURING
C,16,16.2,16.23,NA,16.23,16230,Manufacture of other builders' carpentry and joinery,MANUFACTURING,"Manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials","Manufacture of products of wood, cork, straw and plaiting materials",Manufacture of other builders' carpentry and joinery,NA,MANUFACTURING
C,16,16.2,16.24,NA,16.24,16240,Manufacture of wooden containers,MANUFACTURING,"Manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials","Manufacture of products of wood, cork, straw and plaiting materials",Manufacture of wooden containers,NA,MANUFACTURING
C,16,16.2,16.29,NA,16.29,16290,"Manufacture of other products of wood; manufacture of articles of cork, straw and plaiting materials",MANUFACTURING,"Manufacture of wood and of products of wood and cork, except furniture; manufacture of articles of straw and plaiting materials","Manufacture of products of wood, cork, straw and plaiting materials","Manufacture of other products of wood; manufacture of articles of cork, straw and plaiting materials",NA,MANUFACTURING
